TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
Propanethial S-oxide,XIC,eTargetCompound,C3H6OS,,,ESI,5000,,0,,91.02121,M+H,+,1,0,120,,,,,113.00316,M+Na,+,1,0,60,,,,,108.04776,M+NH4,+,1,0,60,,,,,89.00666,M-H,-,1,0,60,,,
AL001_Lactate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.0244,M-,-,1,8.41,120,,,
(R)-Lactate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.02442,M-H,-,1,0,60,,,
(S)-Lactate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.02442,M-H,-,1,0,60,,,
3-Hydroxypropanoate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.02442,M-H,-,1,0,60,,,
D-Glyceraldehyde,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.02442,M-H,-,1,0,60,,,
Glycerone,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,113.02092,M+Na,+,1,0,60,,,,,108.06552,M+NH4,+,1,0,60,,,,,89.02442,M-H,-,1,0,60,,,
Methylazoxymethanol,XIC,eTargetCompound,C2H6N2O2,,,ESI,5000,,0,,91.0502,M+H,+,1,0,120,,,,,113.03215,M+Na,+,1,0,60,,,,,108.07675,M+NH4,+,1,0,60,,,,,89.03565,M-H,-,1,0,60,,,
N-(Hydroxymethyl)urea,XIC,eTargetCompound,C2H6N2O2,,,ESI,5000,,0,,91.0502,M+H,+,1,0,120,,,,,113.03215,M+Na,+,1,0,60,,,,,108.07675,M+NH4,+,1,0,60,,,,,89.03565,M-H,-,1,0,60,,,
"(R,R)-Butane-2,3-diol",XIC,eTargetCompound,C4H10O2,,,ESI,5000,,0,,91.07536,M+H,+,1,0,120,,,,,113.0573,M+Na,+,1,0,60,,,,,108.10191,M+NH4,+,1,0,60,,,,,89.0608,M-H,-,1,0,60,,,
"(S,S)-Butane-2,3-diol",XIC,eTargetCompound,C4H10O2,,,ESI,5000,,0,,91.07536,M+H,+,1,0,120,,,,,113.0573,M+Na,+,1,0,60,,,,,108.10191,M+NH4,+,1,0,60,,,,,89.0608,M-H,-,1,0,60,,,
AP001_13C2_Pyruvate,XIC,eTargetCompound,C3H4O3,,,ESI,5000,,0,,89.02332,M+H,+,1,0,120,,,,,113.00527,M+Na,+,1,0,60,,,,,108.04987,M+NH4,+,1,0,60,,,,,90.0188,M-,-,1,32.32,30,,,
AP001_13C3_Pyruvate,XIC,eTargetCompound,C3H4O3,,,ESI,5000,,0,,89.02332,M+H,+,1,0,120,,,,,114.00527,M+Na,+,1,0,60,,,,,109.04987,M+NH4,+,1,0,60,,,,,90.0188,M-,-,1,9.73,30,,,
AL001_13C1_Lactate,XIC,eTargetCompound,C3H4O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,114.02092,M+Na,+,1,0,60,,,,,109.06552,M+NH4,+,1,0,60,,,,,90.0277,M-,-,1,8.41,50,,,
"3-Aminopropane-1,2-diol",XIC,eTargetCompound,C3H9NO2,,,ESI,5000,,0,,92.07061,M+H,+,1,0,120,,,,,114.05255,M+Na,+,1,0,60,,,,,109.09715,M+NH4,+,1,0,60,,,,,90.05605,M-H,-,1,0,60,,,
Thioglycolate,XIC,eTargetCompound,C2H4O2S,,,ESI,5000,,0,,93.00048,M+H,+,1,0,120,,,,,114.98242,M+Na,+,1,0,60,,,,,110.02703,M+NH4,+,1,0,60,,,,,90.98592,M-H,-,1,0,60,,,
AL001_13C2_Lactate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,115.02092,M+Na,+,1,0,60,,,,,110.06552,M+NH4,+,1,0,60,,,,,91.0311,M-,-,1,8.54,20,,,
Glycerol,XIC,eTargetCompound,C3H8O3,,,ESI,5000,,0,,93.05462,M+H,+,1,0,120,,,,,115.03657,M+Na,+,1,0,60,,,,,110.08117,M+NH4,+,1,0,60,,,,,91.04007,M-H,-,1,0,60,,,
AL001_13C3_Lactate,XIC,eTargetCompound,C3H6O3,,,ESI,5000,,0,,91.03897,M+H,+,1,0,120,,,,,116.02092,M+Na,+,1,0,60,,,,,111.06552,M+NH4,+,1,0,60,,,,,92.0344,M+,-,1,8.1,30,,,
N-Methylpyridinium,XIC,eTargetCompound,C6H7N,,,ESI,5000,,0,,94.06513,M+H,+,1,0,120,,,,,116.04707,M+Na,+,1,0,60,,,,,111.09167,M+NH4,+,1,0,60,,,,,92.05057,M-H,-,1,0,60,,,
Dimethyl disulfide,XIC,eTargetCompound,C2H6S2,,,ESI,5000,,0,,94.99837,M+H,+,1,0,120,,,,,116.98031,M+Na,+,1,0,60,,,,,112.02492,M+NH4,+,1,0,60,,,,,92.98381,M-H,-,1,0,60,,,
Sulfonylbismethane,XIC,eTargetCompound,C2H6O2S,,,ESI,5000,,0,,95.01613,M+H,+,1,0,120,,,,,116.99807,M+Na,+,1,0,60,,,,,112.04268,M+NH4,+,1,0,60,,,,,93.00157,M-H,-,1,0,60,,,
Phenol,XIC,eTargetCompound,C6H6O,,,ESI,5000,,0,,95.04914,M+H,+,1,0,120,,,,,117.03109,M+Na,+,1,0,60,,,,,112.07569,M+NH4,+,1,0,60,,,,,93.03459,M-H,-,1,0,60,,,
2-Hydroxypyridine,XIC,eTargetCompound,C5H5NO,,,ESI,5000,,0,,96.04439,M+H,+,1,0,120,,,,,118.02634,M+Na,+,1,0,60,,,,,113.07094,M+NH4,+,1,0,60,,,,,94.02984,M-H,-,1,0,60,,,
Methanesulfonic acid,XIC,eTargetCompound,CH4O3S,,,ESI,5000,,0,,96.99539,M+H,+,1,0,120,,,,,118.97734,M+Na,+,1,0,60,,,,,114.02194,M+NH4,+,1,0,60,,,,,94.98084,M-H,-,1,0,60,,,
Furfural; Furan-2-carbaldehyde,XIC,eTargetCompound,C5H4O2,,,ESI,5000,,0,,97.02841,M+H,+,1,0,120,,,,,119.01035,M+Na,+,1,0,60,,,,,114.05496,M+NH4,+,1,0,60,,,,,95.01385,M-H,-,1,0,60,,,
Cyclohex-2-enone,XIC,eTargetCompound,C6H8O,,,ESI,5000,,0,,97.06479,M+H,+,1,0,120,,,,,119.04674,M+Na,+,1,0,60,,,,,114.09134,M+NH4,+,1,0,60,,,,,95.05024,M-H,-,1,0,60,,,
Phosphoramidate,XIC,eTargetCompound,H4NO3P,,,ESI,5000,,0,,98.00016,M+H,+,1,0,120,,,,,119.9821,M+Na,+,1,0,60,,,,,115.02671,M+NH4,+,1,0,60,,,,,95.9856,M-H,-,1,0,60,,,
Maleimide,XIC,eTargetCompound,C4H3NO2,,,ESI,5000,,0,,98.02365,M+H,+,1,0,120,,,,,120.0056,M+Na,+,1,0,60,,,,,115.0502,M+NH4,+,1,0,60,,,,,96.0091,M-H,-,1,0,60,,,
Sulfate,XIC,eTargetCompound,H2O4S,,,ESI,5000,,0,,98.97466,M+H,+,1,0,120,,,,,120.9566,M+Na,+,1,0,60,,,,,116.0012,M+NH4,+,1,0,60,,,,,96.9601,M-H,-,1,0,60,,,
Orthophosphate,XIC,eTargetCompound,H3O4P,,,ESI,5000,,0,,98.98417,M+H,+,1,0,120,,,,,120.96612,M+Na,+,1,0,60,,,,,116.01072,M+NH4,+,1,0,60,,,,,96.96962,M-H,-,1,0,60,,,
[FA (6:1)] 2-hexenal,XIC,eTargetCompound,C6H10O,,,ESI,5000,,0,,99.08044,M+H,+,1,0,120,,,,,121.06239,M+Na,+,1,0,60,,,,,116.10699,M+NH4,+,1,0,60,,,,,97.06589,M-H,-,1,0,60,,,
3-Hexenal,XIC,eTargetCompound,C6H10O,,,ESI,5000,,0,,99.08044,M+H,+,1,0,120,,,,,121.06239,M+Na,+,1,0,60,,,,,116.10699,M+NH4,+,1,0,60,,,,,97.06589,M-H,-,1,0,60,,,
Hydantoin,XIC,eTargetCompound,C3H4N2O2,,,ESI,5000,,0,,101.03455,M+H,+,1,0,120,,,,,123.0165,M+Na,+,1,0,60,,,,,118.0611,M+NH4,+,1,0,60,,,,,99.02,M-H,-,1,0,60,,,
5-Valerolactone,XIC,eTargetCompound,C5H8O2,,,ESI,5000,,0,,101.05971,M+H,+,1,0,120,,,,,123.04165,M+Na,+,1,0,60,,,,,118.08626,M+NH4,+,1,0,60,,,,,99.04515,M-H,-,1,0,60,,,
glutaraldehyde,XIC,eTargetCompound,C5H8O2,,,ESI,5000,,0,,101.05971,M+H,+,1,0,120,,,,,123.04165,M+Na,+,1,0,60,,,,,118.08626,M+NH4,+,1,0,60,,,,,99.04515,M-H,-,1,0,60,,,
"Pentane-2,4-dione",XIC,eTargetCompound,C5H8O2,,,ESI,5000,,0,,101.05971,M+H,+,1,0,120,,,,,123.04165,M+Na,+,1,0,60,,,,,118.08626,M+NH4,+,1,0,60,,,,,99.04515,M-H,-,1,0,60,,,
"Tiglic acid; 2,3-Dimethylacrylate",XIC,eTargetCompound,C5H8O2,,,ESI,5000,,0,,101.05971,M+H,+,1,0,120,,,,,123.04165,M+Na,+,1,0,60,,,,,118.08626,M+NH4,+,1,0,60,,,,,99.04515,M-H,-,1,0,60,,,
[FA (6:0)] 3Z-hexenol,XIC,eTargetCompound,C6H12O,,,ESI,5000,,0,,101.09609,M+H,+,1,0,120,,,,,123.07804,M+Na,+,1,0,60,,,,,118.12264,M+NH4,+,1,0,60,,,,,99.08154,M-H,-,1,0,60,,,
4-Methylpentanal,XIC,eTargetCompound,C6H12O,,,ESI,5000,,0,,101.09609,M+H,+,1,0,120,,,,,123.07804,M+Na,+,1,0,60,,,,,118.12264,M+NH4,+,1,0,60,,,,,99.08154,M-H,-,1,0,60,,,
1-Aminocyclopropane-1-carboxylate,XIC,eTargetCompound,C4H7NO2,,,ESI,5000,,0,,102.05496,M+H,+,1,0,120,,,,,124.0369,M+Na,+,1,0,60,,,,,119.0815,M+NH4,+,1,0,60,,,,,100.0404,M-H,-,1,0,60,,,
2-Aminobutan-4-olide,XIC,eTargetCompound,C4H7NO2,,,ESI,5000,,0,,102.05496,M+H,+,1,0,120,,,,,124.0369,M+Na,+,1,0,60,,,,,119.0815,M+NH4,+,1,0,60,,,,,100.0404,M-H,-,1,0,60,,,
L-Azetidine 2-carboxylic acid,XIC,eTargetCompound,C4H7NO2,,,ESI,5000,,0,,102.05496,M+H,+,1,0,120,,,,,124.0369,M+Na,+,1,0,60,,,,,119.0815,M+NH4,+,1,0,60,,,,,100.0404,M-H,-,1,0,60,,,
2-Methylpropanal O-methyloxime,XIC,eTargetCompound,C5H11NO,,,ESI,5000,,0,,102.09134,M+H,+,1,0,120,,,,,124.07329,M+Na,+,1,0,60,,,,,119.11789,M+NH4,+,1,0,60,,,,,100.07679,M-H,-,1,0,60,,,
4-Methylaminobutanal,XIC,eTargetCompound,C5H11NO,,,ESI,5000,,0,,102.09134,M+H,+,1,0,120,,,,,124.07329,M+Na,+,1,0,60,,,,,119.11789,M+NH4,+,1,0,60,,,,,100.07679,M-H,-,1,0,60,,,
5-Aminopentanal,XIC,eTargetCompound,C5H11NO,,,ESI,5000,,0,,102.09134,M+H,+,1,0,120,,,,,124.07329,M+Na,+,1,0,60,,,,,119.11789,M+NH4,+,1,0,60,,,,,100.07679,M-H,-,1,0,60,,,
Betaine aldehyde,XIC,eTargetCompound,C5H11NO,,,ESI,5000,,0,,102.09134,M+H,+,1,0,120,,,,,124.07329,M+Na,+,1,0,60,,,,,119.11789,M+NH4,+,1,0,60,,,,,100.07679,M-H,-,1,0,60,,,
Pentanamide,XIC,eTargetCompound,C5H11NO,,,ESI,5000,,0,,102.09134,M+H,+,1,0,120,,,,,124.07329,M+Na,+,1,0,60,,,,,119.11789,M+NH4,+,1,0,60,,,,,100.07679,M-H,-,1,0,60,,,
Hexylamine,XIC,eTargetCompound,C6H15N,,,ESI,5000,,0,,102.12773,M+H,+,1,0,120,,,,,124.10967,M+Na,+,1,0,60,,,,,119.15428,M+NH4,+,1,0,60,,,,,100.11317,M-H,-,1,0,60,,,
Triethylamine,XIC,eTargetCompound,C6H15N,,,ESI,5000,,0,,102.12773,M+H,+,1,0,120,,,,,124.10967,M+Na,+,1,0,60,,,,,119.15428,M+NH4,+,1,0,60,,,,,100.11317,M-H,-,1,0,60,,,
AA005_Acetoacetate,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.0244,M-,-,1,11.65,45,,,
AO003_2-Oxobutyrate,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.0244,M-,-,1,11.65,60,,,
(S)-Methylmalonate semialdehyde,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.02442,M-H,-,1,0,60,,,
2-Ketobutyric acid,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.02442,M-H,-,1,0,60,,,
2-Methyl-3-oxopropanoate,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.02442,M-H,-,1,0,60,,,
Acetoacetate,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.02442,M-H,-,1,0,60,,,
Succinic acid semialdehyde,XIC,eTargetCompound,C4H6O3,,,ESI,5000,,0,,103.03897,M+H,+,1,0,120,,,,,125.02092,M+Na,+,1,0,60,,,,,120.06552,M+NH4,+,1,0,60,,,,,101.02442,M-H,-,1,0,60,,,
L-cycloserine,XIC,eTargetCompound,C3H6N2O2,,,ESI,5000,,0,,103.0502,M+H,+,1,0,120,,,,,125.03215,M+Na,+,1,0,60,,,,,120.07675,M+NH4,+,1,0,60,,,,,101.03565,M-H,-,1,0,60,,,
N-Formiminoglycine,XIC,eTargetCompound,C3H6N2O2,,,ESI,5000,,0,,103.0502,M+H,+,1,0,120,,,,,125.03215,M+Na,+,1,0,60,,,,,120.07675,M+NH4,+,1,0,60,,,,,101.03565,M-H,-,1,0,60,,,
3-Methylbutanoic acid,XIC,eTargetCompound,C5H10O2,,,ESI,5000,,0,,103.07536,M+H,+,1,0,120,,,,,125.0573,M+Na,+,1,0,60,,,,,120.10191,M+NH4,+,1,0,60,,,,,101.0608,M-H,-,1,0,60,,,
DL-2-Methylbutyric acid,XIC,eTargetCompound,C5H10O2,,,ESI,5000,,0,,103.07536,M+H,+,1,0,120,,,,,125.0573,M+Na,+,1,0,60,,,,,120.10191,M+NH4,+,1,0,60,,,,,101.0608,M-H,-,1,0,60,,,
Valeric acid; Pentanoic acid,XIC,eTargetCompound,C5H10O2,,,ESI,5000,,0,,103.07536,M+H,+,1,0,120,,,,,125.0573,M+Na,+,1,0,60,,,,,120.10191,M+NH4,+,1,0,60,,,,,101.0608,M-H,-,1,0,60,,,
Cadaverine,XIC,eTargetCompound,C5H14N2,,,ESI,5000,,0,,103.12298,M+H,+,1,0,120,,,,,125.10492,M+Na,+,1,0,60,,,,,120.14952,M+NH4,+,1,0,60,,,,,101.10842,M-H,-,1,0,60,,,
N-Methylputrescine,XIC,eTargetCompound,C5H14N2,,,ESI,5000,,0,,103.12298,M+H,+,1,0,120,,,,,125.10492,M+Na,+,1,0,60,,,,,120.14952,M+NH4,+,1,0,60,,,,,101.10842,M-H,-,1,0,60,,,
2-Aminomalonate semialdehyde,XIC,eTargetCompound,C3H5NO3,,,ESI,5000,,0,,104.03422,M+H,+,1,0,120,,,,,126.01616,M+Na,+,1,0,60,,,,,121.06077,M+NH4,+,1,0,60,,,,,102.01967,M-H,-,1,0,60,,,
Pyruvate oxime,XIC,eTargetCompound,C3H5NO3,,,ESI,5000,,0,,104.03422,M+H,+,1,0,120,,,,,126.01616,M+Na,+,1,0,60,,,,,121.06077,M+NH4,+,1,0,60,,,,,102.01967,M-H,-,1,0,60,,,
(R)-3-Amino-2-methylpropanoate,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
[FA amino(4:0)] 2R-amino-butanoic acid,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
2-Aminoisobutyric acid,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
"D,L-3-Aminoisobutanoic acid",XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
Dimethylglycine,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
Gamma-Aminobutyric acid (GABA),XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
L-3-Amino-isobutanoate,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
L-Alpha-aminobutyric acid,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
N-Ethylglycine,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
N-methylalanine,XIC,eTargetCompound,C4H9NO2,,,ESI,5000,,0,,104.07061,M+H,+,1,0,120,,,,,126.05255,M+Na,+,1,0,60,,,,,121.09715,M+NH4,+,1,0,60,,,,,102.05605,M-H,-,1,0,60,,,
Choline,XIC,eTargetCompound,C5H13NO,,,ESI,5000,,0,,104.10699,M+H,+,1,0,120,,,,,126.08894,M+Na,+,1,0,60,,,,,121.13354,M+NH4,+,1,0,60,,,,,102.09244,M-H,-,1,0,60,,,
2-Hydroxy-3-oxopropanoate,XIC,eTargetCompound,C3H4O4,,,ESI,5000,,0,,105.01824,M+H,+,1,0,120,,,,,127.00018,M+Na,+,1,0,60,,,,,122.04478,M+NH4,+,1,0,60,,,,,103.00368,M-H,-,1,0,60,,,
Hydroxypyruvate,XIC,eTargetCompound,C3H4O4,,,ESI,5000,,0,,105.01824,M+H,+,1,0,120,,,,,127.00018,M+Na,+,1,0,60,,,,,122.04478,M+NH4,+,1,0,60,,,,,103.00368,M-H,-,1,0,60,,,
Malonic acid,XIC,eTargetCompound,C3H4O4,,,ESI,5000,,0,,105.01824,M+H,+,1,0,120,,,,,127.00018,M+Na,+,1,0,60,,,,,122.04478,M+NH4,+,1,0,60,,,,,103.00368,M-H,-,1,0,60,,,
Urea-1-carboxylate,XIC,eTargetCompound,C2H4N2O3,,,ESI,5000,,0,,105.02947,M+H,+,1,0,120,,,,,127.01141,M+Na,+,1,0,60,,,,,122.05602,M+NH4,+,1,0,60,,,,,103.01492,M-H,-,1,0,60,,,
tetrahydrothiophene 1-oxide,XIC,eTargetCompound,C4H8OS,,,ESI,5000,,0,,105.03686,M+H,+,1,0,120,,,,,127.01881,M+Na,+,1,0,60,,,,,122.06341,M+NH4,+,1,0,60,,,,,103.02231,M-H,-,1,0,60,,,
(R)-3-Hydroxybutanoate,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
(S)-3-Hydroxybutanoate,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
(S)-3-Hydroxyisobutyrate,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
2-Hydroxybutanoic acid,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
3-Hydroxybutyric acid,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
4-Hydroxybutanoic acid,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.04007,M-H,-,1,0,60,,,
AH001_β-Hydroxybutyrate,XIC,eTargetCompound,C4H8O3,,,ESI,5000,,0,,105.05462,M+H,+,1,0,120,,,,,127.03657,M+Na,+,1,0,60,,,,,122.08117,M+NH4,+,1,0,60,,,,,103.0401,M-,-,1,8.25,60,,,
"2,3-Diaminopropionic acid",XIC,eTargetCompound,C3H8N2O2,,,ESI,5000,,0,,105.06585,M+H,+,1,0,120,,,,,127.0478,M+Na,+,1,0,60,,,,,122.0924,M+NH4,+,1,0,60,,,,,103.0513,M-H,-,1,0,60,,,
D-Serine,XIC,eTargetCompound,C3H7NO3,,,ESI,5000,,0,,106.04987,M+H,+,1,0,120,,,,,128.03181,M+Na,+,1,0,60,,,,,123.07642,M+NH4,+,1,0,60,,,,,104.03532,M-H,-,1,0,60,,,
L-Serine,XIC,eTargetCompound,C3H7NO3,,,ESI,5000,,0,,106.04987,M+H,+,1,0,120,,,,,128.03181,M+Na,+,1,0,60,,,,,123.07642,M+NH4,+,1,0,60,,,,,104.03532,M-H,-,1,0,60,,,
3-Methylthiopropanamine,XIC,eTargetCompound,C4H11NS,,,ESI,5000,,0,,106.0685,M+H,+,1,0,120,,,,,128.05044,M+Na,+,1,0,60,,,,,123.09505,M+NH4,+,1,0,60,,,,,104.05394,M-H,-,1,0,60,,,
S-Methylthioglycolate,XIC,eTargetCompound,C3H6O2S,,,ESI,5000,,0,,107.01613,M+H,+,1,0,120,,,,,128.99807,M+Na,+,1,0,60,,,,,124.04268,M+NH4,+,1,0,60,,,,,105.00157,M-H,-,1,0,60,,,
AG009_D-Glyceric_acid,XIC,eTargetCompound,C3H6O4,,,ESI,5000,,0,,107.03389,M+H,+,1,0,120,,,,,129.01583,M+Na,+,1,0,60,,,,,124.06043,M+NH4,+,1,0,60,,,,,105.0193,M-,-,1,8.34,60,,,
"D-Glyceric acid; a,b-Hydroxypropionic acid",XIC,eTargetCompound,C3H6O4,,,ESI,5000,,0,,107.03389,M+H,+,1,0,120,,,,,129.01583,M+Na,+,1,0,60,,,,,124.06043,M+NH4,+,1,0,60,,,,,105.01933,M-H,-,1,0,60,,,
Benzaldehyde,XIC,eTargetCompound,C7H6O,,,ESI,5000,,0,,107.04914,M+H,+,1,0,120,,,,,129.03109,M+Na,+,1,0,60,,,,,124.07569,M+NH4,+,1,0,60,,,,,105.03459,M-H,-,1,0,60,,,
Pyridine-3-aldehyde,XIC,eTargetCompound,C6H5NO,,,ESI,5000,,0,,108.04439,M+H,+,1,0,120,,,,,130.02634,M+Na,+,1,0,60,,,,,125.07094,M+NH4,+,1,0,60,,,,,106.02984,M-H,-,1,0,60,,,
Benzylamine,XIC,eTargetCompound,C7H9N,,,ESI,5000,,0,,108.08078,M+H,+,1,0,120,,,,,130.06272,M+Na,+,1,0,60,,,,,125.10732,M+NH4,+,1,0,60,,,,,106.06622,M-H,-,1,0,60,,,
N-Methylaniline,XIC,eTargetCompound,C7H9N,,,ESI,5000,,0,,108.08078,M+H,+,1,0,120,,,,,130.06272,M+Na,+,1,0,60,,,,,125.10732,M+NH4,+,1,0,60,,,,,106.06622,M-H,-,1,0,60,,,
"1,2-Benzoquinone",XIC,eTargetCompound,C6H4O2,,,ESI,5000,,0,,109.02841,M+H,+,1,0,120,,,,,131.01035,M+Na,+,1,0,60,,,,,126.05496,M+NH4,+,1,0,60,,,,,107.01385,M-H,-,1,0,60,,,
Anisole,XIC,eTargetCompound,C7H8O,,,ESI,5000,,0,,109.06479,M+H,+,1,0,120,,,,,131.04674,M+Na,+,1,0,60,,,,,126.09134,M+NH4,+,1,0,60,,,,,107.05024,M-H,-,1,0,60,,,
p-Cresol,XIC,eTargetCompound,C7H8O,,,ESI,5000,,0,,109.06479,M+H,+,1,0,120,,,,,131.04674,M+Na,+,1,0,60,,,,,126.09134,M+NH4,+,1,0,60,,,,,107.05024,M-H,-,1,0,60,,,
